sub_title,date,Newspaper,Body Text,title
The genocide in Gaza is reshaping psychic life and political imagination far beyond Palestine .,11 Apr 2024,al-j,"“ i live out by o ’ hare . every time a plane fly overhead at night , my hand shake . i ’ m looking for a place to hide . and then the siren too – the police and ambulance siren . i know they ’ re not there , but it feel like soldier are just outside the window . we used to watch them walk up and down the road by my grandparent ’ house , and we weren ’ t to say anything . they ’ d harass everyone , beat people up , including my grandpa . we were supposed to stay inside . my cousin wa killed , ” my patient told me last november during a psychotherapy session in chicago , home to the largest population of palestinian people in the united state . “ i haven ’ t felt like this , had nightmare like this , since i wa a kid . ”",the solidarity of shared trauma : de-exceptionalising gaza
The Canadian government ’ s pledge not to sell weapon to Israel doesn ’ t apply to permit worth million already approved .,24 Mar 2024,al-j,"alex cosh is an editor with the status-quo-allergic independent canadian news upstart , the maple .",the canadian arm embargo on israel that wa not
Violence erupted during an Israeli army raid at the Nur Shams refugee camp in the city of Tulkarem .,19 Apr 2024,al-j,"at least five palestinian , including a teenager , have been killed during an israeli military raid in the occupied west bank city of tulkarem .","several killed in israel raid on west bank a u , eu sanction more settler"
"Iranian military chief say overnight attack ‘ achieved all it goal ’ , adding that US base are under threat if it back Israeli retaliation .",14 Apr 2024,al-j,"iran ha warned israel of a larger attack on it territory should it retaliate against tehran ’ s overnight drone and missile attack , adding that the united state should not back an israeli military action .","iran warns israel , u of ‘ severe response ’ in case of retaliation"
The announcement come day after New York police raided and dispersed the Gaza solidarity encampment on Columbia ’ s campus .,6 May 2024,al-j,"columbia university ha cancelled it university-wide commencement ceremony after it cracked down on student protest in support of palestinian , a campus movement that spurred a wave of similar demonstration around the world .",columbia university cancel main commencement ceremony after gaza protest
"US President Joe Biden is urging Israel and Hamas to agree to a ceasefire proposal that would bring a ‘ permanent cessation of hostility ’ to Gaza . The plan includes an exchange of hostage for prisoner , an eventual Israeli withdrawal from Gaza , and reconstruction of the strip .",31 May 2024,al-j,,biden urge israeli leader to ‘ stand behind ’ gaza ceasefire proposal
"My father , Anthony Shadid , wa shot while reporting on the second Intifada . I went on a journey to meet the man who saved his life .",26 May 2024,al-j,“ shoulder ! ” i begged . “ shoulder ! shoulder ! ”,"to understand my dad , i needed to learn about the day he wa shot"
"British director Gillian Mosely , who made a film on the Israel-Palestine conflict in 2022 , say it is time to question Israel ’ s ‘ propaganda ’ .",2 May 2024,al-j,"london , united kingdom – gillan mosely began questioning her upbringing a a teenager .",‘ diaspora jew think judaism is more important than zionism ’ : uk filmmaker
The attack come after Hezbollah said Israeli force killed one of it fighter in southern Lebanon .,23 Apr 2024,al-j,"the lebanese group hezbollah say it ha launched drone attack on israeli base north of the city of acre in retaliation for the killing of one of it fighter , marking the deepest attack into israeli territory since the gaza war began .",hezbollah launch deepest attack inside israel since gaza war began
Canadian riot police were filmed using tear gas and pepper spray to disperse anti-Gaza war protester gathered at McGill University in Montreal .,7 Jun 2024,al-j,,canada police use tear gas on anti-gaza war protester
"Investigation draw up a list of those killed in Hamas attack , but also find certain claim repeated by Israeli politician untrue .",21 Mar 2024,al-j,"al jazeera ’ s investigative unit ( i-unit ) ha carried out a forensic analysis of the event of october 7 , when hamas fighter launched an incursion into israel that ha transformed the politics of the middle east .","october 7 : forensic analysis show hamas abuse , many false israeli claim"
Analysts say his comment have dampened fear of an all-out war between Iran and Israel .,21 Apr 2024,al-j,iran ’ s supreme leader ayatollah ali khamenei ha praised the country ’ s armed force for their “ success ” after tehran launched an unprecedented direct attack on israel last week .,supreme leader khamenei say iran demonstrated it power against israel
UN human right chief call for independent and transparent inquiry after Palestinian authority uncover hundred of body at hospital .,23 Apr 2024,al-j,"volker turk , the united nation human right chief , ha said he is “ horrified ” by the destruction of nasser medical complex and al-shifa hospital in the gaza strip and report of mass graf found in and around the hospital amid israel ’ s war on gaza .","a more body found , un ’ s turk ‘ horrified ’ by gaza mass graf report"
"Iraqi PM al-Sudani ’ s visit to Washington . DC , came a it neighbour Iran attacked Israel , raising fear of regional conflict .",17 Apr 2024,al-j,"four day ago , iraq ’ s airspace had hundred of projectile fired from iran flying through it towards israel , caught in the crossfire of what many fear could be the opening salvo of a regional war dragging in the united state .",iraq ’ s dangerous balancing act between iran and the u
Netanyahu say Israel mistakenly killed seven people working for aid group a global condemnation of strike grows .,3 Apr 2024,al-j,"here ’ s how thing stand on wednesday , april 3 , 2024 :","israel ’ s war on gaza : list of key event , day 180"
Political scientist Nathan Brown say Israel is fighting a different war in Gaza than US official care to admit .,23 Jun 2024,al-j,"just like the u did in iraq and afghanistan , israel ha entered a war in gaza with vague and overambitious aim .",what if israel ’ s plan wa no ‘ day after ’ for gaza all along ?
"More than 92,600 people have been displaced from their village in south Lebanon by the attack , according to the IOM .",9 Jun 2024,al-j,"a al jazeera reported in march , israel continues to use white phosphorus munition in south lebanon , causing lasting damage and driving villager away even a israeli official threaten a war across their northern border .",israel white phosphorous attack on lebanon harming people and ecosystem
