sub_title,date,Newspaper,Body Text,title
The genocide in Gaza is reshaping psychic life and political imaginations far beyond Palestine .,11 Apr 2024,al-j,"“ i live out by o’hare . every time a plane flies overhead at night , my hands shake . i’m looking for a place to hide . and then the sirens too – the police and ambulance sirens . i know they’re not there , but it feels like soldiers are just outside the windows . we used to watch them walk up and down the road by my grandparents ’ house , and we weren’t to say anything . they’d harass everyone , beat people up , including my grandpa . we were supposed to stay inside . my cousin was killed , ” my patient told me last november during a psychotherapy session in chicago , home to the largest population of palestinian people in the united states . “ i haven’t felt like this , had nightmares like this , since i was a kid . ”",the solidarity of shared trauma : de-exceptionalising gaza
The Canadian government’s pledge not to sell weapons to Israel doesn’t apply to permits worth millions already approved .,24 Mar 2024,al-j,"alex cosh is an editor with the status-quo-allergic independent canadian news upstart , the maple .",the canadian arms embargo on israel that was not
Violence erupted during an Israeli army raid at the Nur Shams refugee camp in the city of Tulkarem .,19 Apr 2024,al-j,"at least five palestinians , including a teenager , have been killed during an israeli military raid in the occupied west bank city of tulkarem .","several killed in israel raid on west bank as us , eu sanction more settlers"
"Iranian military chief says overnight attack ‘ achieved all its goals ’ , adding that US bases are under threat if it backs Israeli retaliation .",14 Apr 2024,al-j,"iran has warned israel of a larger attack on its territory should it retaliate against tehran’s overnight drone and missile attacks , adding that the united states should not back an israeli military action .","iran warns israel , us of ‘ severe response ’ in case of retaliation"
The announcement comes days after New York police raided and dispersed the Gaza solidarity encampment on Columbia’s campus .,6 May 2024,al-j,"columbia university has cancelled its university-wide commencement ceremony after it cracked down on student protests in support of palestinians , a campus movement that spurred a wave of similar demonstrations around the world .",columbia university cancels main commencement ceremony after gaza protests
"US President Joe Biden is urging Israel and Hamas to agree to a ceasefire proposal that would bring a ‘ permanent cessation of hostilities ’ to Gaza . The plan includes an exchange of hostages for prisoners , an eventual Israeli withdrawal from Gaza , and reconstruction of the strip .",31 May 2024,al-j,,biden urges israeli leaders to ‘ stand behind ’ gaza ceasefire proposal
"My father , Anthony Shadid , was shot while reporting on the second Intifada . I went on a journey to meet the man who saved his life .",26 May 2024,al-j,“ shoulders ! ” i begged . “ shoulders ! shoulders ! ”,"to understand my dad , i needed to learn about the day he was shot"
"British director Gillian Mosely , who made a film on the Israel-Palestine conflict in 2022 , says it is time to question Israel’s ‘ propaganda ’ .",2 May 2024,al-j,"london , united kingdom – gillan mosely began questioning her upbringing as a teenager .",‘ diaspora jews think judaism is more important than zionism ’ : uk filmmaker
The attack comes after Hezbollah said Israeli forces killed one of its fighters in southern Lebanon .,23 Apr 2024,al-j,"the lebanese group hezbollah says it has launched drone attacks on israeli bases north of the city of acre in retaliation for the killing of one of its fighters , marking the deepest attack into israeli territory since the gaza war began .",hezbollah launches deepest attack inside israel since gaza war began
Canadian riot police were filmed using tear gas and pepper spray to disperse anti-Gaza war protesters gathered at McGill University in Montreal .,7 Jun 2024,al-j,,canada police use tear gas on anti-gaza war protesters
"Investigation draws up a list of those killed in Hamas attack , but also finds certain claims repeated by Israeli politicians untrue .",21 Mar 2024,al-j,"al jazeera’s investigative unit ( i-unit ) has carried out a forensic analysis of the events of october 7 , when hamas fighters launched an incursion into israel that has transformed the politics of the middle east .","october 7 : forensic analysis shows hamas abuses , many false israeli claims"
Analysts say his comments have dampened fears of an all-out war between Iran and Israel .,21 Apr 2024,al-j,iran’s supreme leader ayatollah ali khamenei has praised the country’s armed forces for their “ success ” after tehran launched an unprecedented direct attack on israel last week .,supreme leader khamenei says iran demonstrated its power against israel
UN human rights chief calls for independent and transparent inquiry after Palestinian authorities uncover hundreds of bodies at hospital .,23 Apr 2024,al-j,"volker turk , the united nations human rights chief , has said he is “ horrified ” by the destruction of nasser medical complex and al-shifa hospital in the gaza strip and reports of mass graves found in and around the hospitals amid israel’s war on gaza .","as more bodies found , un’s turk ‘ horrified ’ by gaza mass graves reports"
"Iraqi PM al-Sudani’s visit to Washington . DC , came as its neighbour Iran attacked Israel , raising fears of regional conflict .",17 Apr 2024,al-j,"four days ago , iraq’s airspace had hundreds of projectiles fired from iran flying through it towards israel , caught in the crossfire of what many fear could be the opening salvoes of a regional war dragging in the united states .",iraq’s dangerous balancing act between iran and the us
Netanyahu says Israel mistakenly killed seven people working for aid group as global condemnation of strikes grows .,3 Apr 2024,al-j,"here’s how things stand on wednesday , april 3 , 2024 :","israel’s war on gaza : list of key events , day 180"
Political scientist Nathan Brown says Israel is fighting a different war in Gaza than US officials care to admit .,23 Jun 2024,al-j,"just like the us did in iraq and afghanistan , israel has entered a war in gaza with vague and overambitious aims .",what if israel’s plan was no ‘ day after ’ for gaza all along ?
